"Time (s)","X (hPa)"
-4.835934584E-1,1.018134155E3
5.549705416E-1,1.018146057E3
1.593440542E0,1.018157959E3
2.631875542E0,1.018192902E3
3.670392542E0,1.018192902E3
4.708886542E0,1.018145905E3
5.220409542E0,1.018078384E3
6.258926542E0,1.018060150E3
7.297454542E0,1.018036652E3
8.335979542E0,1.018013916E3
9.374469542E0,1.018013916E3
1.041303654E1,1.018044510E3
1.145156454E1,1.018068390E3
1.249006054E1,1.018095932E3
1.352859554E1,1.018129501E3
1.456710054E1,1.018162689E3
1.560569454E1,1.018181763E3
1.664425454E1,1.018204346E3
1.768283454E1,1.018217621E3
1.872140254E1,1.018221207E3
1.975997054E1,1.018224792E3
2.079842354E1,1.018227463E3
2.183695854E1,1.018232346E3
2.287549054E1,1.018232346E3
2.391403254E1,1.018232269E3
2.495256854E1,1.018232269E3
2.599105854E1,1.018240204E3
2.702955254E1,1.018255310E3
2.806803454E1,1.018274078E3
2.910651054E1,1.018293457E3
3.014505154E1,1.018317337E3
3.118355354E1,1.018336029E3
3.222213454E1,1.018352585E3
3.326067654E1,1.018364410E3
3.429919054E1,1.018380051E3
3.533772554E1,1.018391953E3
3.637630754E1,1.018403168E3
3.741491354E1,1.018409119E3
3.845353454E1,1.018421707E3
3.949216654E1,1.018441696E3
4.053073354E1,1.018452606E3
4.156931654E1,1.018452606E3
4.260792354E1,1.018425064E3
4.364646254E1,1.018391037E3
4.468498754E1,1.018339539E3
4.572347754E1,1.018286057E3
4.676203954E1,1.018251266E3
4.780055554E1,1.018243103E3
4.883910254E1,1.018238831E3
4.987767354E1,1.018238831E3
5.091625954E1,1.018241882E3
5.195485454E1,1.018245163E3
5.299343854E1,1.018247147E3
5.403200754E1,1.018253250E3
5.507058254E1,1.018264923E3
5.610914354E1,1.018274078E3
5.714773754E1,1.018283615E3
5.818629154E1,1.018292007E3
5.922491454E1,1.018295975E3
6.026353554E1,1.018295975E3
6.130218554E1,1.018294678E3
6.234081654E1,1.018292084E3
6.337946554E1,1.018289337E3
6.441815654E1,1.018286057E3
6.545683454E1,1.018276443E3
6.649555654E1,1.018265076E3
6.753426154E1,1.018262634E3
6.857292254E1,1.018262634E3
6.961158754E1,1.018264313E3
7.065026354E1,1.018270798E3
7.168895254E1,1.018282623E3
7.272761354E1,1.018289032E3
7.376624554E1,1.018292770E3
7.480483654E1,1.018292770E3
7.584343854E1,1.018289108E3
7.688201654E1,1.018270187E3
7.792062054E1,1.018246384E3
7.895927054E1,1.018214111E3
7.999786254E1,1.018183365E3
8.103648554E1,1.018158951E3
8.207505854E1,1.018147736E3
8.311365354E1,1.018145294E3
8.415229954E1,1.018145294E3
8.519093854E1,1.018150711E3
8.622951054E1,1.018152161E3
8.726818854E1,1.018156433E3
8.830682454E1,1.018160477E3
8.934543054E1,1.018162079E3
9.038405054E1,1.018175354E3
9.142265254E1,1.018197098E3
9.246123154E1,1.018214188E3
9.349982654E1,1.018230743E3
9.453844654E1,1.018251190E3
9.557708754E1,1.018263245E3
9.661570654E1,1.018265915E3
9.765432854E1,1.018265915E3
9.869296354E1,1.018265915E3
9.973157554E1,1.018260651E3
1.007701405E2,1.018246078E3
1.018087765E2,1.018225098E3
1.028474455E2,1.018221893E3
1.038861175E2,1.018221893E3
1.049248235E2,1.018227005E3
1.059634995E2,1.018239822E3
1.070021515E2,1.018261490E3
1.080408495E2,1.018278809E3
1.090795465E2,1.018295212E3
1.101181995E2,1.018310242E3
1.111567745E2,1.018330154E3
1.121954205E2,1.018351898E3
1.132340685E2,1.018351898E3
1.142726535E2,1.018333054E3
1.153113135E2,1.018292389E3
1.163499745E2,1.018247223E3
1.173886245E2,1.018192978E3
1.184272605E2,1.018140182E3
1.194658865E2,1.018124237E3
1.205045745E2,1.018116226E3
1.215432715E2,1.018107758E3
1.225819535E2,1.018101501E3
1.236206015E2,1.018098145E3
1.246592385E2,1.018095093E3
1.256978605E2,1.018095093E3
1.267364455E2,1.018095398E3
1.277750375E2,1.018103256E3
1.288136985E2,1.018114548E3
1.298523715E2,1.018126450E3
1.308909875E2,1.018137741E3
1.319296055E2,1.018149033E3
1.329681835E2,1.018157349E3
1.340067365E2,1.018158417E3
1.350452725E2,1.018158417E3
1.360837995E2,1.018156509E3
1.371222545E2,1.018151779E3
1.381607805E2,1.018145828E3
1.391993255E2,1.018136902E3
1.402378495E2,1.018128967E3
1.412764155E2,1.018119583E3
1.423149925E2,1.018093414E3
1.433535695E2,1.018060455E3
1.443921185E2,1.018032761E3
1.454306565E2,1.018008194E3
1.464692695E2,1.017985535E3
1.475078765E2,1.017985535E3
1.485464895E2,1.017988663E3
1.495851035E2,1.017997208E3
1.506236895E2,1.018001328E3
1.516622925E2,1.018008118E3
1.527008605E2,1.018013000E3
1.537394425E2,1.018013000E3
1.547780135E2,1.018012619E3
1.558166185E2,1.018012619E3
1.568553375E2,1.018018723E3
1.578939895E2,1.018033142E3
1.589326515E2,1.018071671E3
1.599713295E2,1.018126678E3
1.610099695E2,1.018191452E3
1.620486025E2,1.018265915E3
1.630872245E2,1.018340302E3
1.641258995E2,1.018408051E3
1.651645655E2,1.018462601E3
1.662032505E2,1.018507080E3
1.672419415E2,1.018533249E3
1.682805905E2,1.018555374E3
1.693192225E2,1.018565826E3
1.703578905E2,1.018573456E3
1.713964965E2,1.018575134E3
1.724351435E2,1.018579941E3
1.734738125E2,1.018582535E3
1.745124795E2,1.018582535E3
1.755510855E2,1.018583221E3
1.765897205E2,1.018582458E3
1.776283575E2,1.018579559E3
1.786669915E2,1.018579559E3
1.797056605E2,1.018581924E3
1.807444475E2,1.018607559E3
1.817832005E2,1.018653030E3
1.828218735E2,1.018719025E3
1.838605595E2,1.018790512E3
1.848992355E2,1.018877182E3
1.859379135E2,1.018965988E3
1.869765695E2,1.019048996E3
1.880151585E2,1.019130478E3
1.890537865E2,1.019210434E3
1.900924285E2,1.019275208E3
1.911310835E2,1.019322128E3
1.921696935E2,1.019345551E3
1.932083525E2,1.019360275E3
1.942470005E2,1.019367294E3
1.952856505E2,1.019375153E3
1.963242835E2,1.019389191E3
1.973628025E2,1.019405975E3
1.984013945E2,1.019405975E3
1.994400045E2,1.019383926E3
2.004786785E2,1.019347839E3
2.015173555E2,1.019302979E3
2.025560145E2,1.019247284E3
2.035946525E2,1.019197388E3
2.046333365E2,1.019187393E3
2.056720285E2,1.019182129E3
2.067106965E2,1.019180145E3
2.077493325E2,1.019180145E3
2.087879815E2,1.019182968E3
2.098266165E2,1.019185104E3
2.108652485E2,1.019186096E3
2.119038545E2,1.019187546E3
2.129425105E2,1.019198151E3
2.139811615E2,1.019207077E3
2.150198265E2,1.019216766E3
2.160585125E2,1.019224930E3
2.170971635E2,1.019234467E3
2.181357715E2,1.019234619E3
2.191744005E2,1.019234619E3
2.202129555E2,1.019231720E3
2.212515275E2,1.019207611E3
2.222900595E2,1.019179688E3
2.233287395E2,1.019150848E3
2.243673275E2,1.019123688E3
2.254059505E2,1.019098434E3
2.264445905E2,1.019093704E3
2.274832185E2,1.019093704E3
2.285218705E2,1.019093857E3
2.295604865E2,1.019095383E3
2.305990485E2,1.019095383E3
2.316376885E2,1.019091492E3
2.326763635E2,1.019078140E3
2.337149845E2,1.019050369E3
2.347536435E2,1.019008560E3
2.357923335E2,1.018955765E3
2.368310025E2,1.018894653E3
2.378696845E2,1.018828506E3
2.389083455E2,1.018761597E3
2.399470095E2,1.018708954E3
2.409856665E2,1.018659592E3
2.420243695E2,1.018617783E3
2.430630405E2,1.018590164E3
2.441016155E2,1.018573914E3
2.451401935E2,1.018555984E3
2.461787215E2,1.018542252E3
2.472172485E2,1.018538361E3
2.482558315E2,1.018538361E3
2.492943335E2,1.018545227E3
2.503328135E2,1.018570251E3
2.513713645E2,1.018623199E3
