"event","experiment time","system time","system time text"
"START",0.000000000E0,1717666941.768,"2024-06-06 11:42:21.768 UTC+02:00"
"PAUSE",9.066187111E1,1717667032.430,"2024-06-06 11:43:52.430 UTC+02:00"
