"Time (s)","X (µT)","Y (µT)","Z (µT)"
5.467541661E-3,-1.222024536E1,-2.723822021E1,-4.075846863E1
5.065813333E-1,-4.121078491E0,3.587829590E0,-6.192225647E1
1.007695333E0,-1.622938538E1,-4.298461914E0,-4.571672058E1
1.508809292E0,-1.000788879E1,6.724182129E0,-5.061227417E1
2.009924292E0,-1.979338074E1,5.608337402E0,-4.853877258E1
2.511038917E0,-2.000573730E1,8.915130615E0,-4.449151611E1
3.012153917E0,-1.682670593E1,5.963714600E0,-4.099623108E1
3.513269583E0,-1.717127991E1,4.239471436E0,-4.043870544E1
4.014384583E0,-1.794161987E1,4.349365234E0,-4.054290771E1
4.515499458E0,-1.868218994E1,3.780822754E0,-3.975140381E1
5.016614458E0,-1.889001465E1,3.023864746E0,-4.007856750E1
5.517729042E0,-1.842366028E1,2.663726807E0,-4.089822388E1
6.018844042E0,-1.900491333E1,2.284057617E0,-4.104437256E1
6.519959167E0,-2.206819153E1,1.041076660E0,-4.075045776E1
7.021074167E0,-2.124345398E1,1.021484375E0,-4.442105103E1
7.522188958E0,-1.975325012E1,8.396606445E-1,-4.435275269E1
8.023304958E0,-1.921607971E1,-6.048583984E-2,-4.387998962E1
8.524420792E0,-1.892318726E1,-7.818603516E-2,-4.449067688E1
9.025536792E0,-1.769189453E1,-5.408935547E-1,-4.493872070E1
9.526653667E0,-1.744828796E1,-8.618469238E-1,-4.469905090E1
1.002776867E1,-1.717716980E1,-1.193450928E0,-4.553944397E1
1.052888867E1,-1.746295166E1,-1.186462402E0,-4.315007019E1
1.103000467E1,-1.825765991E1,-1.754272461E0,-4.189950562E1
1.153111579E1,-1.787330627E1,-1.493957520E0,-4.131478882E1
1.203223279E1,-1.676605225E1,-9.421997070E-1,-4.103189087E1
1.253334858E1,-1.431254578E1,-3.851318359E-1,-4.189067078E1
1.303446458E1,-1.246124268E1,-2.810058594E-1,-4.303875732E1
1.353558054E1,-1.000698853E1,6.930541992E-2,-4.452777100E1
1.403669654E1,-6.627258301E0,-1.929626465E-1,-4.644767761E1
1.453781267E1,-6.626892090E-1,-1.156524658E0,-4.996794128E1
1.503892867E1,3.731109619E0,-2.639556885E0,-5.368679810E1
1.554004496E1,8.132293701E0,-2.956665039E0,-5.866963196E1
1.604116096E1,1.178192139E1,-1.222381592E0,-6.352381897E1
1.654227608E1,1.794717407E1,1.729614258E0,-6.525692749E1
1.704339308E1,2.650436401E1,-5.256652832E-1,-6.934011841E1
1.754450908E1,2.844274902E1,1.200439453E0,-7.490324402E1
1.804562508E1,3.315493774E1,5.679595947E0,-6.962417603E1
1.854674142E1,3.335292053E1,2.642150879E0,-6.313711548E1
1.904785842E1,2.742504883E1,4.297363281E0,-6.060910034E1
1.954897421E1,2.352349854E1,1.190979004E0,-6.160508728E1
2.005009021E1,2.223895264E1,1.960937500E0,-6.048973083E1
2.055120667E1,2.344708252E1,1.247589111E0,-5.840548706E1
2.105232367E1,2.048736572E1,2.812042236E0,-5.860462952E1
2.155343971E1,1.462997437E1,8.156738281E-1,-5.435560608E1
2.205455571E1,1.452081299E1,6.379089355E-1,-5.305000305E1
2.255567171E1,1.121136475E1,-3.716735840E-1,-5.202571106E1
2.305678871E1,7.587799072E0,-1.076812744E0,-5.023953247E1
2.355790458E1,6.937286377E0,-1.035461426E0,-4.937046814E1
2.405902058E1,6.979400635E0,-1.416168213E0,-4.930549622E1
2.456013746E1,5.321044922E0,-2.460021973E0,-4.954904175E1
2.506125446E1,-1.434826660E1,-5.686492920E0,-4.566540527E1
2.556237117E1,-1.472302246E1,-5.340789795E0,-4.103924561E1
2.606348917E1,-1.493788147E1,-5.726776123E0,-4.050811768E1
2.656460608E1,-1.467639160E1,-5.844482422E0,-4.111764526E1
2.706572308E1,-1.421682739E1,-6.194885254E0,-4.114463806E1
2.756684017E1,-1.365153503E1,-6.452636719E0,-4.172714233E1
2.806795817E1,-1.330947876E1,-9.659149170E0,-4.274356079E1
2.856907646E1,-8.593048096E0,-4.911224365E0,-4.137776184E1
2.907019346E1,-7.380767822E0,-4.760223389E0,-4.058139038E1
2.957131133E1,-1.082109070E1,-7.354644775E0,-3.635432434E1
3.007242933E1,-9.789566040E0,-7.430267334E0,-3.990818787E1
3.057354742E1,-6.886871338E0,-9.034454346E0,-4.099624634E1
3.107466442E1,-5.473876953E0,-7.189270020E0,-4.395674133E1
3.157578179E1,-4.612335205E0,-8.883026123E0,-4.295098877E1
3.207689879E1,-5.258880615E0,-9.253997803E0,-4.297280884E1
3.257801708E1,-7.012542725E0,-1.029037476E1,-4.281935120E1
3.307913408E1,-1.136532593E1,-1.356579590E1,-4.127987671E1
3.358025221E1,-1.705522156E1,-9.555389404E0,-4.230593872E1
3.408136921E1,-1.344775391E1,-7.580017090E0,-3.998857117E1
3.458248667E1,-1.540803528E1,-9.462280273E0,-4.040164185E1
3.508360467E1,-1.645469666E1,-1.265853882E1,-4.063531494E1
3.558472171E1,-1.927787781E1,-1.598077393E1,-3.857710266E1
3.608583971E1,-2.600000000E1,-1.973416138E1,-4.281327820E1
3.658695617E1,-1.908624268E1,-6.367309570E0,-4.940914917E1
3.708807417E1,-5.857879639E0,-8.449188232E0,-4.311621094E1
3.758919117E1,-8.052261353E0,-1.758856201E1,-3.744685364E1
3.809030917E1,-1.085325623E1,-1.752722168E1,-3.642366028E1
3.859142708E1,-1.266670227E1,-1.747079468E1,-3.462226868E1
3.909254408E1,-1.337548828E1,-1.779238892E1,-3.521347046E1
3.959366267E1,-1.212345886E1,-1.843383789E1,-3.682038879E1
4.009477967E1,-1.077058411E1,-2.140945435E1,-3.764691162E1
4.059589604E1,-1.005993652E1,-2.147778320E1,-3.780046082E1
4.109701404E1,-9.743911743E0,-2.230761719E1,-3.827116394E1
4.159813179E1,-1.308775330E1,-2.004119873E1,-3.402096558E1
4.209924979E1,-1.258482361E1,-1.823840332E1,-3.447753906E1
4.260036596E1,-1.086819458E1,-2.158737183E1,-3.503833008E1
4.310148396E1,-1.018417358E1,-2.222482300E1,-3.533891296E1
4.360260267E1,-1.328843689E1,-2.039163208E1,-3.340330505E1
4.410372067E1,-1.428732300E1,-1.910266113E1,-3.204206848E1
4.460483879E1,-1.385845947E1,-1.884963989E1,-3.171609497E1
4.510595679E1,-1.268893433E1,-1.971759033E1,-3.179650879E1
4.560707479E1,-1.306393433E1,-2.001440430E1,-3.161027527E1
4.610819279E1,-1.243946838E1,-1.964556885E1,-3.407257080E1
4.660931092E1,-1.100793457E1,-2.056140137E1,-3.382693481E1
4.711042892E1,-1.194635010E1,-2.027914429E1,-3.263401794E1
4.761154617E1,-1.206181335E1,-1.967864990E1,-2.881979370E1
4.811266517E1,-1.613478088E1,-1.980670166E1,-2.535731506E1
4.861378192E1,-1.621519470E1,-1.844085693E1,-2.328845215E1
4.911489992E1,-1.686795044E1,-1.752407837E1,-2.252484131E1
4.961601846E1,-1.697407532E1,-1.764871216E1,-2.241523743E1
5.011713646E1,-1.956207275E1,-1.833346558E1,-2.098184204E1
5.061825467E1,-2.290368652E1,-1.573233032E1,-2.233699036E1
5.111937267E1,-2.285652161E1,-1.661935425E1,-2.213471985E1
5.162049042E1,-2.251855469E1,-1.612033081E1,-2.171969604E1
5.212160842E1,-2.169998169E1,-1.693606567E1,-2.020642090E1
5.262272658E1,-2.048638916E1,-1.707821655E1,-2.130772400E1
5.312384558E1,-1.994010925E1,-1.780133057E1,-2.096838379E1
5.362496304E1,-1.935050964E1,-1.755209351E1,-2.069953918E1
5.412608104E1,-1.810328674E1,-1.747860718E1,-1.952493286E1
5.462719917E1,-1.864862061E1,-1.754504395E1,-1.966917419E1
5.512831717E1,-1.528286743E1,-1.623242188E1,-2.503593445E1
5.562943492E1,-1.074435425E1,-1.639736938E1,-2.798509216E1
5.613055292E1,-1.011679077E1,-1.750405884E1,-2.997076416E1
5.663167142E1,-9.422851562E0,-1.810311890E1,-3.041809082E1
5.713278942E1,-9.098327637E0,-1.760446167E1,-3.117521667E1
5.763390729E1,-9.729980469E0,-1.760104370E1,-3.283656311E1
5.813502529E1,-8.478851318E0,-1.779025269E1,-3.440405273E1
5.863614192E1,-7.985961914E0,-1.807473755E1,-3.557191467E1
5.913725992E1,-1.083242798E1,-1.973199463E1,-3.319226074E1
5.963837904E1,-1.083694458E1,-1.998950195E1,-3.296166992E1
6.013949704E1,-1.225323486E1,-1.996600342E1,-3.054573059E1
6.064061458E1,-1.260182190E1,-2.036917114E1,-2.726196289E1
6.114173258E1,-1.199288940E1,-2.026388550E1,-2.870217896E1
6.164285096E1,-1.292672729E1,-2.027334595E1,-2.830242920E1
6.214396896E1,-1.288145447E1,-1.998034668E1,-2.843748474E1
6.264508604E1,-1.239036560E1,-1.946255493E1,-2.746743774E1
6.314620304E1,-1.260302734E1,-1.944146729E1,-2.801872253E1
6.364732167E1,-1.335626221E1,-1.937808228E1,-2.756835938E1
6.414843967E1,-1.339765930E1,-1.966928101E1,-2.726333618E1
6.464955779E1,-1.321290588E1,-1.887054443E1,-2.594683838E1
6.515067479E1,-1.301887512E1,-1.833203125E1,-2.554121399E1
6.565179254E1,-1.278506470E1,-1.878247070E1,-2.550166321E1
6.615291054E1,-1.247032166E1,-1.808264160E1,-2.563496399E1
6.665402829E1,-1.396636963E1,-1.821554565E1,-2.356387329E1
6.715514629E1,-1.434542847E1,-1.802005005E1,-2.521757507E1
6.765626367E1,-1.284211731E1,-1.734826660E1,-2.621810913E1
6.815738167E1,-1.466879272E1,-1.771154785E1,-2.535929871E1
6.865849858E1,-1.469256592E1,-1.642446899E1,-2.249316406E1
6.915961658E1,-2.114916992E1,-2.051556396E1,-3.121867371E1
6.966073467E1,-2.861877441E1,-2.857797241E1,-3.616748047E1
7.016185167E1,-1.247998047E1,-2.268405151E1,-4.749435425E1
7.066296879E1,9.310821533E0,-1.595181274E1,-4.361958313E1
7.116408579E1,1.122349548E1,-1.614108276E1,-4.253843689E1
7.166520429E1,1.104495239E1,-1.522518921E1,-4.162303162E1
7.216632229E1,1.181018066E1,-1.598379517E1,-4.233168030E1
7.266744071E1,1.867227173E1,-1.462374878E1,-3.874975586E1
7.316855771E1,1.883662415E1,-1.436859131E1,-3.969029236E1
7.366967558E1,1.847740173E1,-1.478723145E1,-4.046519470E1
7.417079258E1,1.943173218E1,-1.451046753E1,-4.034355164E1
7.467190992E1,2.030223083E1,-1.604849243E1,-3.944635010E1
7.517302692E1,1.999888611E1,-1.387225342E1,-3.969314575E1
