"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.133810997E0,5.233825342E1,4.845699174E0,-2.949344254E1,1.822999954E1,2.640234375E2,6.206431449E1,9.600000000E1
3.142167091E0,5.233783286E1,4.845596245E0,9.012233734E0,1.822999954E1,2.650781250E2,6.146708070E0,6.000000000E0
4.143454075E0,5.233782632E1,4.845348727E0,1.163412094E1,1.819000053E1,2.668359375E2,3.780675762E0,4.000000000E0
5.143887043E0,5.233781727E1,4.845071454E0,1.530105209E1,1.811000061E1,2.714062500E2,3.535533906E0,4.000000000E0
6.143320084E0,5.233782574E1,4.844800550E0,1.767300034E1,1.797999954E1,2.707031250E2,3.535533906E0,4.000000000E0
7.143090010E0,5.233783085E1,4.844544567E0,1.881570053E1,1.797999954E1,2.721093750E2,3.535533906E0,3.000000000E0
8.121474743E0,5.233784866E1,4.844279950E0,1.972091293E1,1.796999931E1,2.766796875E2,3.535533906E0,3.000000000E0
9.121460319E0,5.233786597E1,4.844024386E0,2.037624741E1,1.796999931E1,2.777343750E2,3.535533906E0,3.000000000E0
1.012142432E1,5.233788676E1,4.843772091E0,2.163125229E1,1.817000008E1,2.787890625E2,3.535533906E0,3.000000000E0
1.112139857E1,5.233791106E1,4.843515437E0,2.112478256E1,1.819000053E1,2.787890625E2,3.535533906E0,3.000000000E0
1.212137270E1,5.233793508E1,4.843254760E0,2.107375717E1,1.839999962E1,2.787890625E2,3.535533906E0,3.000000000E0
1.312133551E1,5.233795934E1,4.843003554E0,2.313619614E1,1.819000053E1,2.780859375E2,3.535533906E0,3.000000000E0
1.412130892E1,5.233798234E1,4.842739333E0,1.903450319E1,1.819000053E1,2.780857283E2,4.610588272E0,3.544998283E0
1.512128651E1,5.233801104E1,4.842482070E0,1.501032891E1,1.800000000E1,2.794919813E2,4.610588404E0,3.544998110E0
1.612124979E1,5.233803607E1,4.842223597E0,1.651825204E1,1.800000000E1,2.798435440E2,4.610588530E0,3.544997946E0
1.712122786E1,5.233807097E1,4.841965933E0,1.625164672E1,1.802000046E1,2.808982320E2,4.610588679E0,3.544997752E0
1.812120759E1,5.233810945E1,4.841717582E0,1.690996810E1,1.802000046E1,2.830076086E2,4.610588832E0,3.544997554E0
1.912116790E1,5.233815463E1,4.841466087E0,1.713787321E1,1.795999908E1,2.844138605E2,4.610589005E0,3.544997328E0
2.012113500E1,5.233820321E1,4.841211618E0,1.801000837E1,1.795999908E1,2.858201118E2,4.610589188E0,3.544997090E0
