"Time (s)","X (hPa)"
-5.677915833E-1,1.016990509E3
4.375384167E-1,1.016992493E3
1.442872417E0,1.016994400E3
2.448219417E0,1.016996994E3
3.453549417E0,1.016999664E3
3.805213417E0,1.016999664E3
4.877608417E0,1.017002258E3
5.950015417E0,1.017004166E3
7.022456417E0,1.017011871E3
8.094880417E0,1.017019806E3
9.167234417E0,1.017026596E3
1.023962642E1,1.017026596E3
1.131198342E1,1.017025833E3
1.238435842E1,1.017019348E3
1.345670542E1,1.017010880E3
1.452909342E1,1.017008514E3
1.560152842E1,1.017007065E3
1.667392042E1,1.017007065E3
1.774638042E1,1.017000275E3
1.881883642E1,1.016986923E3
1.989128042E1,1.016965256E3
2.096372442E1,1.016930847E3
2.203616142E1,1.016895447E3
2.335336642E1,1.016859741E3
2.468686742E1,1.016821442E3
2.602020342E1,1.016783066E3
2.735359942E1,1.016745148E3
2.868705842E1,1.016704559E3
3.002055942E1,1.016671066E3
3.135396142E1,1.016648331E3
3.268733842E1,1.016641006E3
3.402076142E1,1.016641006E3
3.535410842E1,1.016652527E3
3.668745742E1,1.016672974E3
3.802090642E1,1.016697159E3
3.935431442E1,1.016725998E3
4.068780342E1,1.016755142E3
4.202123642E1,1.016789169E3
4.335473442E1,1.016821365E3
4.468816542E1,1.016850662E3
4.602153442E1,1.016879272E3
4.735490242E1,1.016907959E3
4.868829042E1,1.016939316E3
5.002172942E1,1.016961823E3
5.135516242E1,1.016986618E3
5.268862742E1,1.017012100E3
5.402217742E1,1.017043228E3
5.535566142E1,1.017076187E3
5.668917742E1,1.017112122E3
5.802268442E1,1.017144318E3
5.935615542E1,1.017171021E3
6.068958942E1,1.017189636E3
6.202300142E1,1.017196121E3
6.335641842E1,1.017207870E3
6.468990442E1,1.017219086E3
6.602337442E1,1.017228241E3
6.735682142E1,1.017231903E3
6.869021842E1,1.017235107E3
7.002367442E1,1.017237625E3
7.135711842E1,1.017246399E3
7.269048542E1,1.017253799E3
7.402389442E1,1.017261581E3
7.535735842E1,1.017261581E3
7.669077242E1,1.017260971E3
7.802413442E1,1.017254028E3
7.935753042E1,1.017246399E3
8.069096742E1,1.017242508E3
8.202449142E1,1.017242508E3
8.335797442E1,1.017245026E3
8.469143742E1,1.017245407E3
8.602488842E1,1.017249756E3
8.735842142E1,1.017258682E3
8.869192742E1,1.017259750E3
9.002535642E1,1.017265396E3
9.135881142E1,1.017272797E3
9.269229642E1,1.017272797E3
9.402574542E1,1.017264328E3
9.535920242E1,1.017260361E3
9.669268342E1,1.017257004E3
9.802620242E1,1.017257004E3
9.935965542E1,1.017271042E3
1.006931254E2,1.017286835E3
1.020266564E2,1.017298050E3
1.033601604E2,1.017306824E3
1.046936314E2,1.017306824E3
1.060270904E2,1.017303467E3
1.073605864E2,1.017301788E3
1.086941364E2,1.017301788E3
1.100275904E2,1.017302628E3
1.113610354E2,1.017302628E3
1.126945904E2,1.017302628E3
1.140281014E2,1.017316360E3
1.153615374E2,1.017333374E3
1.166949694E2,1.017352066E3
1.180283994E2,1.017399673E3
1.193619374E2,1.017462234E3
1.206954564E2,1.017518387E3
