"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.889160960E-1,-1.663125038E1,-1.938750076E1,-2.107687531E2
7.889160960E-1,-1.766250038E1,-1.835625076E1,-2.111437531E2
1.288916096E0,-1.573125076E1,-1.571250057E1,-2.139937592E2
1.788916096E0,-1.618125153E1,-8.868750572E0,-2.105812531E2
2.288916096E0,-1.404375076E1,-6.637500286E0,-2.103750153E2
2.788916096E0,-1.243125057E1,-1.200000048E0,-2.081625061E2
3.288916096E0,-9.975000381E0,2.850000143E0,-2.095875092E2
3.788916096E0,-8.100000381E0,6.037500381E0,-2.119500122E2
4.288916096E0,-5.250000000E0,1.050000000E1,-2.143687592E2
4.788916096E0,-4.500000179E-1,6.600000381E0,-2.150625153E2
5.288916096E0,4.125000238E-1,-8.325000763E0,-2.129625092E2
5.788916096E0,-3.262500048E0,-2.638125038E1,-2.096812592E2
6.288916096E0,-1.192500019E1,-4.021875000E1,-1.953937531E2
6.788916096E0,-1.601250076E1,-5.201250076E1,-1.757812500E2
7.288916096E0,-2.141250038E1,-5.632500076E1,-1.441875000E2
7.788916096E0,-2.679375076E1,-5.392500305E1,-1.038187561E2
8.288916096E0,-3.178125191E1,-5.107500076E1,-6.129375076E1
8.788916096E0,-3.853125000E1,-4.233750153E1,-2.010000038E1
9.288916096E0,-4.250625229E1,-2.323125076E1,1.978125000E1
9.788916096E0,-4.020000076E1,-5.250000000E0,5.135625076E1
1.028891610E1,-3.281250000E1,5.662500381E0,6.303750229E1
1.078891610E1,-3.033750153E1,1.102500057E1,6.622500610E1
1.128891610E1,-2.711250114E1,7.762500286E0,5.786250305E1
1.178891610E1,-2.392500114E1,-4.537500381E0,4.068750000E1
1.228891610E1,-2.145000076E1,-1.597500038E1,2.176875114E1
1.278891610E1,-1.903125000E1,-2.510625076E1,2.812500000E0
1.328891610E1,-1.764375114E1,-2.758125114E1,-7.500000477E0
1.378891610E1,-1.846875000E1,-2.358750153E1,-4.143750191E0
1.428891610E1,-2.128125000E1,-1.565625095E1,1.042500019E1
1.478891610E1,-2.373750114E1,-8.006250381E0,2.521875191E1
1.528891610E1,-2.508750153E1,-5.006250381E0,3.153750038E1
1.578891610E1,-2.574375153E1,-2.100000143E0,3.502500153E1
1.628891610E1,-2.640000153E1,1.687500030E-1,3.866250229E1
1.678891610E1,-2.675625038E1,1.425000072E0,4.196250153E1
1.728891610E1,-2.606250191E1,-5.025000095E0,3.669375229E1
1.778891610E1,-2.392500114E1,-1.771875000E1,2.131875038E1
1.828891610E1,-2.107500076E1,-3.168750191E1,3.750000238E0
1.878891610E1,-1.818750000E1,-4.543125153E1,-1.250625038E1
1.928891610E1,-1.413750076E1,-5.285625076E1,-1.768125153E1
1.978891610E1,-1.173750019E1,-5.133750153E1,-2.321250153E1
2.028891610E1,-1.012500000E1,-4.665000153E1,-3.103125191E1
2.078891610E1,-9.112500191E0,-4.025625229E1,-3.896250153E1
2.128891610E1,-7.743750095E0,-3.318750000E1,-4.753125000E1
2.178891610E1,-6.581250191E0,-2.525625038E1,-5.452500153E1
2.228891610E1,-6.281250477E0,-1.693125153E1,-5.887500381E1
2.278891610E1,-5.943750381E0,-9.112500191E0,-6.144375229E1
2.328891610E1,-8.550000191E0,-2.737500191E0,-6.286875153E1
2.378891610E1,-1.055625057E1,-3.300000191E0,-5.911875153E1
2.428891610E1,-1.175625038E1,-6.375000477E0,-5.156250381E1
2.478891610E1,-1.250625038E1,-1.036875057E1,-4.361250305E1
2.528891610E1,-1.325625038E1,-1.372500038E1,-3.540000153E1
2.578891610E1,-1.408125019E1,-1.646250153E1,-2.745000076E1
2.628891610E1,-1.411875057E1,-1.835625076E1,-2.176875114E1
2.678891610E1,-1.449375057E1,-1.927500153E1,-1.860000038E1
2.728891610E1,-1.486875057E1,-1.968750000E1,-1.721250153E1
2.778891610E1,-1.486875057E1,-1.983750153E1,-1.638750076E1
2.828891610E1,-1.464375019E1,-1.972500038E1,-1.755000114E1
2.878891610E1,-1.451250076E1,-1.946250153E1,-1.890000153E1
2.928891610E1,-1.447500038E1,-1.976250076E1,-2.004375076E1
2.978891610E1,-1.445625019E1,-2.047500038E1,-2.126250076E1
3.028891610E1,-1.485000038E1,-2.098125076E1,-2.156250000E1
3.078891610E1,-1.496250057E1,-2.130000114E1,-2.105625153E1
3.128891610E1,-1.498125076E1,-2.053125000E1,-1.987500000E1
3.178891610E1,-1.595625019E1,-1.942500114E1,-1.792500114E1
3.228891610E1,-1.713750076E1,-1.884375000E1,-1.563750076E1
3.278891610E1,-1.809375000E1,-1.863750076E1,-1.406250095E1
3.328891610E1,-1.890000153E1,-1.775625038E1,-1.110000038E1
3.378891610E1,-1.966875076E1,-1.706250000E1,-7.575000286E0
3.428891610E1,-1.976250076E1,-1.713750076E1,-6.056250095E0
3.478891610E1,-2.002500153E1,-1.721250153E1,-5.456250191E0
3.528891610E1,-2.092500114E1,-1.764375114E1,-3.000000000E0
3.578891610E1,-2.092500114E1,-1.886250114E1,-7.687500119E-1
3.628891610E1,-2.025000000E1,-1.993125153E1,-9.562500119E-1
3.678891610E1,-1.927500153E1,-2.060625076E1,-2.550000191E0
3.728891610E1,-1.860000038E1,-2.163750076E1,-5.381250381E0
3.778891610E1,-1.803750038E1,-2.255625153E1,-9.300000191E0
3.828891610E1,-1.768125153E1,-2.300625038E1,-1.209375095E1
3.878891610E1,-1.715625000E1,-2.366250038E1,-1.393125057E1
3.928891610E1,-1.586250019E1,-2.503125191E1,-1.891875076E1
3.978891610E1,-1.443750095E1,-2.593125153E1,-2.488125038E1
4.028891610E1,-1.350000095E1,-2.651250076E1,-2.846250153E1
4.078891610E1,-1.275000095E1,-2.718750191E1,-2.919375038E1
4.128891610E1,-1.269375038E1,-2.812500191E1,-3.103125191E1
4.178891610E1,-1.224375057E1,-2.836875153E1,-3.360000229E1
4.228891610E1,-1.173750019E1,-2.835000038E1,-3.586875153E1
4.278891610E1,-1.132500076E1,-2.835000038E1,-3.834375000E1
4.328891610E1,-1.102500057E1,-2.775000191E1,-4.014375305E1
4.378891610E1,-1.080000019E1,-2.720625114E1,-4.220625305E1
4.428891610E1,-1.053750038E1,-2.636250114E1,-4.483125305E1
4.478891610E1,-1.046250057E1,-2.557500076E1,-4.848750305E1
4.528891610E1,-9.450000763E0,-2.450625038E1,-5.184375381E1
4.578891610E1,-8.625000000E0,-2.386875153E1,-5.452500153E1
4.628891610E1,-8.081250191E0,-2.332500076E1,-5.773125076E1
4.678891610E1,-8.137500763E0,-2.259375000E1,-6.131250381E1
