"event","experiment time","system time","system time text"
"START",0.000000000E0,1717505852.566,"2024-06-04 14:57:32.566 UTC+02:00"
"PAUSE",7.124614993E2,1717506565.028,"2024-06-04 15:09:25.028 UTC+02:00"
"START",7.124614993E2,1717506572.860,"2024-06-04 15:09:32.860 UTC+02:00"
"PAUSE",1.197641047E3,1717507058.040,"2024-06-04 15:17:38.040 UTC+02:00"
