"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.645742900E-1,-7.315105796E-1,-1.066111803E0,6.490438432E-2
7.687001230E-1,-4.016435891E-2,-1.733786941E0,2.660927057E0
1.272826269E0,-1.641699076E-1,5.838339925E-1,1.684459597E-1
1.776952727E0,-1.901316643E-1,-8.713986278E-1,-7.840449214E-1
2.281079498E0,-3.437641561E-1,5.736020207E-1,-1.012508348E-1
2.785206737E0,-6.459894776E-2,-5.809323788E-1,-1.049160287E-1
3.289334394E0,8.246674202E-3,1.185077652E-1,6.466003656E-1
3.793462467E0,1.487455666E-1,-3.342957497E-1,-3.828594983E-1
4.297590852E0,1.970038936E-2,1.114828214E-1,2.090684772E-1
4.801719446E0,1.615737379E-1,-1.385135949E-1,-4.017963111E-1
5.305848196E0,-2.823722363E-1,-5.477929711E-1,2.229656428E-1
5.809977342E0,1.221729591E-1,7.933606505E-1,-2.107483521E-2
6.314106405E0,-3.390299380E-1,-5.610793233E-1,-3.967566788E-1
6.818235519E0,-1.568395346E-1,1.307250559E-1,2.587012351E-1
7.322364686E0,-4.918988645E-1,-1.828012913E-1,-6.780599058E-2
7.826493800E0,1.467602700E-1,-5.238165334E-2,2.733619809E-1
8.330622915E0,-4.888445437E-1,-2.742782831E-1,-3.086394370E-1
8.834752030E0,1.818849891E-1,2.834412456E-1,6.913462281E-1
9.338881040E0,-5.708531141E-1,-1.146898642E-1,-4.387536347E-1
9.843010050E0,7.093667388E-1,-3.414734006E-1,6.255255342E-1
1.034713927E1,-4.132500291E-1,-1.099556591E-2,-3.048215210E-1
1.085126927E1,1.220202371E-1,-3.159697950E-1,1.122464016E-1
1.135540026E1,3.200931549E-1,-2.748891413E-1,-3.268126398E-2
1.185953192E1,-3.703367710E-1,-2.564104795E-1,-2.109010667E-1
1.236366385E1,4.098902643E-1,5.926915407E-1,3.263545036E-1
1.286779588E1,-4.398226365E-2,-6.757691503E-1,-3.168860972E-1
1.337192797E1,7.925970852E-2,6.534726024E-1,3.196350038E-1
1.387606005E1,-5.146535635E-1,-6.197223067E-1,-5.108356476E-1
1.438019219E1,-3.420842811E-2,7.348703146E-1,7.629700899E-1
1.488432427E1,4.230238497E-1,-4.757109582E-1,6.261363626E-2
1.538845641E1,-8.633046746E-1,8.480330110E-1,6.505709887E-2
1.589258859E1,-1.650862098E-1,-6.716458201E-1,-3.591884971E-1
1.639672062E1,-1.985310577E-2,9.957095981E-2,2.646571696E-1
1.690085255E1,-1.551596522E-1,-1.832594275E-1,-5.907062292E-1
1.740498417E1,1.298087686E-1,2.185368687E-1,8.170316219E-1
1.790911562E1,-3.940077722E-1,1.130099874E-2,-8.953750730E-1
1.841324682E1,1.466075480E-1,-2.472475171E-1,8.634573817E-1
1.891737786E1,-3.817904890E-1,-4.703658819E-2,-7.675516009E-1
1.942150864E1,1.009454057E-1,-1.626427472E-1,3.897317350E-1
1.992563932E1,1.569922417E-1,9.285144508E-2,-7.498364896E-2
2.042976995E1,-2.643517256E-1,-5.490147471E-1,-5.482511222E-2
2.093390068E1,1.429423541E-1,5.196931958E-1,2.794706225E-1
2.143803172E1,-3.068068326E-1,-3.642281294E-1,-5.566505194E-1
2.194216312E1,-2.490801066E-1,6.226239204E-1,1.087339297E-1
2.244629474E1,3.237583488E-2,-2.984074354E-1,-4.741837978E-1
2.295042661E1,-2.631300092E-1,3.591884971E-1,6.890554428E-1
2.345455854E1,-1.701258421E-1,-4.254673123E-1,-8.350521326E-1
2.395869062E1,-5.131264031E-2,2.162461281E-1,7.814487815E-1
2.446282281E1,-1.650862098E-1,-1.230892539E-1,-9.025527239E-1
2.496695510E1,8.093958721E-3,5.268708616E-2,1.158657789E0
2.547108729E1,-3.857611120E-1,-1.482874304E-1,-1.014951825E0
2.597521953E1,3.704894781E-1,-2.791652083E-1,9.802852273E-1
2.647935203E1,-3.388772309E-1,1.440113783E-1,-7.834340930E-1
2.698348484E1,-2.460257858E-1,-3.349066079E-1,3.880518377E-1
2.748761781E1,1.658497900E-1,2.411388755E-1,-2.286161482E-1
2.799175078E1,-4.218021333E-1,-3.090975881E-1,-7.987056673E-2
2.849588359E1,4.865537882E-1,1.823431402E-1,-7.437278330E-2
2.900001640E1,-6.102539301E-1,-4.075995386E-1,-3.556760252E-1
2.950414911E1,-1.485928595E-1,4.001164436E-1,6.012436748E-1
3.000828182E1,-3.207040019E-3,-5.740602016E-1,-6.543889046E-1
3.051241453E1,-3.292561173E-1,6.539307237E-1,4.802924395E-1
3.101654713E1,-1.857028902E-1,-3.819431961E-1,-4.809032977E-1
3.152067953E1,1.991419196E-1,-1.592829973E-1,5.215258002E-1
3.202481177E1,-3.375027776E-1,-1.235474050E-1,5.047270060E-1
3.252894385E1,2.947422564E-1,5.326740742E-1,-1.023198515E-1
3.303307599E1,-2.492328286E-1,-3.048215210E-1,-4.723511934E-1
3.353720812E1,1.945604384E-1,3.234528899E-1,7.334958911E-1
3.404134021E1,-5.850557685E-1,1.201876476E-1,-7.176133990E-1
3.454547208E1,1.394298822E-1,2.351829410E-2,8.509346247E-1
3.504960391E1,-3.962985277E-1,6.185005978E-2,-1.026558280E0
3.555373557E1,-1.389717311E-1,-2.887863219E-1,8.384119272E-1
3.605786713E1,-5.497783050E-2,7.528908551E-2,-9.582940936E-1
3.656199854E1,-2.328922004E-1,-2.571740746E-1,5.710058808E-1
3.706612989E1,1.496618707E-2,2.251036763E-1,-1.779143661E-1
3.757026114E1,-2.467893660E-1,-3.588830531E-1,-2.101374865E-1
3.807439245E1,1.023198515E-1,7.733548284E-1,2.490801066E-1
3.857852385E1,-4.008800089E-1,-7.272345424E-1,-2.811505198E-1
3.908265536E1,3.727802336E-1,1.826485693E-1,4.396699369E-1
3.958678677E1,-5.590940118E-1,-3.287979662E-1,-5.077813268E-1
4.009091844E1,-1.525634825E-1,2.102901936E-1,1.601992846E-1
4.059505068E1,2.306014597E-1,-1.676823795E-1,3.654498458E-1
4.109918354E1,-1.860083193E-1,3.355174661E-1,-2.276998460E-1
4.160331692E1,-3.802633286E-1,5.726857483E-2,2.107483521E-2
4.210745057E1,1.250745654E-1,8.139773458E-2,2.083048970E-1
4.261158469E1,-3.136790693E-1,-2.570213675E-1,3.375028074E-2
4.311571948E1,1.246164143E-1,2.412915826E-1,2.919933498E-1
4.361985484E1,-5.691732764E-1,-3.723220825E-1,-2.883281708E-1
4.412399062E1,5.487092733E-1,1.496618707E-2,5.094612241E-1
4.462812661E1,-6.750055552E-1,1.814268380E-1,-4.056142271E-1
4.513226266E1,4.219548404E-1,5.971203372E-2,5.325213671E-1
4.563639854E1,-3.698786199E-1,1.771507859E-1,-2.846629918E-1
4.614053443E1,2.551887631E-1,-2.448040545E-1,3.173442483E-1
4.664467021E1,-1.113301069E-1,5.345067009E-3,-2.365573794E-1
4.714880583E1,-2.160934210E-1,-4.589121640E-1,1.736383140E-1
4.765294125E1,3.726275265E-1,4.459312856E-1,-9.132428467E-2
4.815707635E1,-5.174024701E-1,-3.730856776E-1,-3.162752390E-1
4.866121125E1,4.341721535E-1,2.073885947E-1,3.069595434E-2
4.916534614E1,-3.911061883E-1,-6.131555438E-1,-1.120936871E-1
4.966948120E1,-1.470656991E-1,6.044507027E-1,2.382372692E-2
5.017361630E1,-1.246164143E-1,-6.783653498E-1,-1.902843714E-1
5.067775125E1,-2.434296161E-1,4.735729098E-1,2.892444730E-1
5.118188614E1,-3.573558852E-2,-5.138899684E-1,-2.316704690E-1
5.168602104E1,-2.183841616E-1,3.107774556E-1,5.879573226E-1
5.219015594E1,-2.110537887E-1,-2.171624303E-1,-2.070831656E-1
5.269429073E1,1.220202371E-1,-2.565632015E-2,4.036289155E-1
5.319842547E1,2.205221802E-1,-1.345429718E-1,-1.189659163E-1
5.370256026E1,3.179551065E-1,5.348120928E-1,5.161807537E-1
5.420669505E1,-3.833176494E-1,-5.035052896E-1,-3.886627257E-1
5.471082995E1,1.111773923E-1,2.764163166E-2,4.581485991E-4
