"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
0.000000000E0,-6.263817549E-1,-5.738651752E-1,-7.119064331E-1
1.625114250E-1,-1.774382591E-1,1.045356750E0,-5.432434082E-1
6.625114250E-1,-3.858226776E0,2.999303818E0,1.696187973E0
1.162511425E0,8.983016968E0,-9.343938828E-1,1.331671238E0
1.662511425E0,-2.755051851E0,3.516344547E0,-1.735431433E0
2.162511425E0,-5.028773308E0,-1.605484486E0,2.229036331E0
2.662511425E0,-1.727323532E0,1.827561855E0,-5.751179457E-1
3.162511425E0,-2.721858501E0,1.210613251E0,3.055526257E0
3.662511425E0,2.026529312E-1,-1.596405983E0,2.311336756E0
4.162511425E0,-2.420441389E0,-1.683044434E-2,2.462358475E0
4.662511425E0,2.233898640E0,-4.042725086E0,1.813528061E0
5.162511425E0,-8.742580414E-1,-2.466899395E0,1.014654279E0
5.662511425E0,3.528769016E0,-2.021810532E0,2.226450920E0
6.162511425E0,-4.117584229E-1,-3.217139244E0,1.427617908E0
6.662511425E0,-1.191284180E0,-7.333731651E-1,4.440195084E0
7.162511425E0,1.436635494E0,-1.125774384E0,1.478562117E0
7.662511425E0,-2.616938114E0,-1.722640991E-1,5.690196514E0
8.162511425E0,1.354889154E0,2.770501614E0,-8.003365993E-1
8.662511425E0,-1.616464138E0,1.837482452E-1,2.821212053E0
9.162511425E0,1.435518742E0,3.395249844E0,1.132528782E-1
9.662511425E0,-3.588542938E-1,-2.063513756E0,7.402880788E-1
1.016251142E1,8.171758652E-1,6.623973846E-1,1.334841490E0
1.066251142E1,1.273422480E0,-2.921468735E0,1.811212659E0
1.116251142E1,5.391545296E-1,-1.801957130E0,2.856813192E0
1.166251142E1,1.117991924E0,-2.510910034E0,1.711686254E0
1.216251142E1,2.598314762E0,-3.629508018E0,1.960796475E0
1.266251142E1,1.305474639E0,3.113460541E-2,5.491746068E-1
1.316251142E1,3.653792381E0,-3.460504532E0,1.009828448E0
1.366251143E1,7.679748535E-1,-2.074597359E0,8.509119153E-1
1.416251143E1,1.224269867E0,-3.830755711E0,2.759364843E0
1.466251143E1,1.478547096E0,-2.944602013E0,5.354366302E-1
1.516251143E1,8.831417561E-1,2.205801010E-1,1.514142275E0
1.566251143E1,-2.766194344E-1,-3.253727913E0,2.195081234E0
1.616251142E1,-1.692754507E0,1.304003239E0,3.217319727E0
