"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,5.233470910E1,4.867080400E0,1.117290706E1,NaN,NaN,3.885100174E1,1.696361542E1
2.574750989E0,5.233511758E1,4.866896150E0,8.692930424E0,1.970000029E0,5.520000076E1,1.362961006E1,1.871926689E1
3.562092551E0,5.233509982E1,4.866942220E0,3.946606413E1,1.059999943E0,7.780000305E1,1.726749420E1,2.339774704E1
4.566985103E0,5.233520598E1,4.866995740E0,3.540331687E1,1.379999995E0,5.659999847E1,1.451257801E1,1.959570694E1
5.561037915E0,5.233523549E1,4.867003410E0,3.707200291E1,1.309999943E0,6.259999847E1,1.614855766E1,2.150933838E1
6.562828748E0,5.233519024E1,4.867089940E0,5.200314112E1,1.080000043E0,7.280000305E1,1.645483971E1,2.328985977E1
7.559706820E0,5.233526279E1,4.867087940E0,5.020630601E1,1.289999962E0,7.390000153E1,1.616030693E1,2.134986687E1
8.561980570E0,5.233525508E1,4.867188250E0,6.253923833E1,1.399999976E0,6.680000305E1,1.689243507E1,2.188267517E1
9.575283487E0,5.233523315E1,4.867214310E0,6.899448362E1,1.259999990E0,6.090000153E1,1.817705727E1,2.381573677E1
1.016448192E1,5.233537093E1,4.866946910E0,1.242693345E0,1.259999990E0,3.959999847E1,8.734656334E0,1.262442303E1
1.116503052E1,5.233538184E1,4.866961160E0,5.240923405E-2,1.389999986E0,3.959999847E1,7.913566589E0,1.122874832E1
1.216427609E1,5.233539061E1,4.866972640E0,-1.207154376E0,1.330000043E0,3.859999847E1,6.171571255E0,8.811524391E0
1.316451989E1,5.233540503E1,4.866980090E0,-2.717627871E0,1.320000052E0,3.979999924E1,5.103610516E0,7.376775742E0
1.416429776E1,5.233541096E1,4.866991870E0,-2.627708000E0,1.419999957E0,5.400000000E1,4.391449928E0,6.055083275E0
1.516428906E1,5.233541672E1,4.867004060E0,-2.779609423E0,1.100000024E0,5.450000000E1,4.094286442E0,5.276999474E0
1.616512265E1,5.233541839E1,4.867016870E0,-2.121091440E0,9.599999785E-1,5.209999847E1,4.105817795E0,4.566857815E0
1.716457479E1,5.233542931E1,4.867038930E0,-2.053253390E0,1.799999952E0,4.820000076E1,3.790092468E0,4.264688969E0
1.816435822E1,5.233544056E1,4.867046530E0,-2.400950498E0,1.320000052E0,4.740000153E1,3.790092468E0,3.791459084E0
1.916458838E1,5.233544918E1,4.867061060E0,-2.229543334E0,1.399999976E0,5.379999924E1,3.790092468E0,3.656492949E0
2.016427088E1,5.233545759E1,4.867075050E0,-1.988983943E0,1.279999971E0,5.140000153E1,3.790092468E0,3.608270407E0
2.116478926E1,5.233546690E1,4.867089520E0,-1.786020668E0,1.440000057E0,4.829999924E1,3.790092468E0,3.474433422E0
2.216450687E1,5.233547631E1,4.867104520E0,-1.527698061E0,1.480000019E0,4.600000000E1,3.790092468E0,3.490155458E0
2.316481478E1,5.233548529E1,4.867119500E0,-1.492276461E0,1.350000024E0,4.709999847E1,3.790092468E0,3.202578068E0
2.416425655E1,5.233549322E1,4.867134700E0,-1.106575451E0,1.389999986E0,4.920000076E1,3.790092468E0,2.888007641E0
