"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,5.233880730E1,4.871568500E0,NaN,NaN,NaN,8.000000000E2,0.000000000E0
2.006553630E-1,5.233900620E1,4.873422500E0,2.782586077E0,NaN,NaN,2.222800064E1,1.907277942E0
5.770850570E0,5.233893721E1,4.873384010E0,-1.995975516E0,0.000000000E0,NaN,4.675936890E1,4.656618500E1
6.770727758E0,5.233893784E1,4.873384780E0,-2.020876531E0,0.000000000E0,NaN,4.798018265E1,4.399057770E1
7.771062757E0,5.233893808E1,4.873385700E0,-2.599794123E0,0.000000000E0,NaN,4.671620560E1,3.860148621E1
8.771453122E0,5.233894986E1,4.873394440E0,-3.555644108E0,0.000000000E0,NaN,4.776127243E1,3.659983826E1
9.770861872E0,5.233894761E1,4.873390470E0,-3.840744766E0,0.000000000E0,NaN,5.220071030E1,3.700408554E1
1.077153468E1,5.233895045E1,4.873381340E0,-5.689561918E0,0.000000000E0,NaN,4.997240829E1,3.406967545E1
1.177105192E1,5.233894777E1,4.873377910E0,-5.668449494E0,0.000000000E0,NaN,5.104494858E1,3.211477280E1
1.277054583E1,5.233895098E1,4.873376220E0,-5.052357075E0,0.000000000E0,NaN,4.054914856E1,2.624770927E1
1.377105140E1,5.233895098E1,4.873376220E0,-5.052357075E0,0.000000000E0,NaN,3.826551819E1,2.283758354E1
1.477148359E1,5.233895097E1,4.873375670E0,-5.207874982E0,0.000000000E0,NaN,3.615104675E1,1.994918442E1
1.577105598E1,5.233895097E1,4.873375670E0,-5.207874982E0,0.000000000E0,NaN,3.539976501E1,1.808463860E1
1.677155265E1,5.233895097E1,4.873375670E0,-5.207874982E0,0.000000000E0,NaN,3.604168701E1,1.708672523E1
1.777120624E1,5.233895097E1,4.873375670E0,-5.207936017E0,0.000000000E0,NaN,4.192018509E1,1.848908043E1
1.877146421E1,5.233865619E1,4.873320930E0,-6.972847820E0,1.629999995E0,1.880000000E2,5.925779343E1,2.338768578E1
2.077104244E1,5.233896692E1,4.873375160E0,-5.561551545E0,0.000000000E0,NaN,3.217000580E1,3.408218002E1
2.177104916E1,5.233896703E1,4.873375440E0,-5.534024374E0,0.000000000E0,NaN,4.028622818E1,3.998718262E1
2.277120869E1,5.233896931E1,4.873376000E0,-5.907983245E0,0.000000000E0,NaN,3.926113892E1,3.648456573E1
2.377084213E1,5.233896731E1,4.873374050E0,-6.057157101E0,0.000000000E0,NaN,3.410758209E1,3.135345459E1
2.477147140E1,5.233896535E1,4.873371030E0,-5.721590302E0,0.000000000E0,NaN,2.870742035E1,2.501194000E1
2.577130890E1,5.233896535E1,4.873371030E0,-5.721590302E0,0.000000000E0,NaN,2.648422623E1,2.142193604E1
2.677055197E1,5.233896574E1,4.873370960E0,-5.673188914E0,0.000000000E0,NaN,2.397784805E1,1.848658180E1
2.777105291E1,5.233896574E1,4.873370960E0,-5.673188914E0,0.000000000E0,NaN,2.314287949E1,1.653727913E1
2.877055082E1,5.233896574E1,4.873370960E0,-5.673249950E0,0.000000000E0,NaN,2.330820847E1,1.543013668E1
2.977105410E1,5.233896574E1,4.873370960E0,-5.673249950E0,0.000000000E0,NaN,2.397780800E1,1.471158981E1
3.077091634E1,5.233896580E1,4.873371800E0,-5.598237177E0,0.000000000E0,NaN,2.575274849E1,1.469132137E1
3.177141343E1,5.233894906E1,4.873381900E0,-2.523975175E0,0.000000000E0,NaN,2.868976402E1,1.867984009E1
3.277089176E1,5.233894906E1,4.873381900E0,-2.524036211E0,0.000000000E0,NaN,3.798691559E1,2.315998268E1
3.377140796E1,5.233894811E1,4.873383220E0,-2.324207690E0,0.000000000E0,NaN,4.526756668E1,2.801054001E1
3.477138046E1,5.233894811E1,4.873383220E0,-2.324207690E0,0.000000000E0,NaN,5.715065384E1,3.322279358E1
3.577090467E1,5.233894831E1,4.873379620E0,-3.000601073E0,0.000000000E0,NaN,5.838982010E1,3.251242065E1
3.677081223E1,5.233894520E1,4.873383610E0,-5.203239885E0,0.000000000E0,NaN,4.902843857E1,2.784197426E1
3.777144572E1,5.233894334E1,4.873374130E0,-6.204895887E0,0.000000000E0,NaN,4.481428909E1,2.538062668E1
3.877104910E1,5.233893615E1,4.873359550E0,-8.157551087E0,0.000000000E0,NaN,3.915212250E1,2.343190956E1
3.977071618E1,5.233893299E1,4.873342730E0,-1.053116137E1,0.000000000E0,NaN,3.644365692E1,2.128845596E1
