"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.973233340E-1,-2.692500114E1,-3.622500229E1,-3.279375076E1
7.973233340E-1,-2.418750191E1,-3.391875076E1,-3.455625153E1
1.297323334E0,-2.150625038E1,-3.080625153E1,-3.620625305E1
1.797323334E0,-2.330625153E1,-2.550000191E1,-3.211875153E1
2.297323334E0,-2.493750191E1,-2.041875076E1,-2.323125076E1
2.797323334E0,-2.623125076E1,-1.773750114E1,-1.837500000E1
3.297323334E0,-2.688750076E1,-1.548750019E1,-1.391250038E1
3.797323334E0,-2.782500076E1,-1.389375019E1,-1.087500000E1
4.297323334E0,-2.881875038E1,-9.525000572E0,-5.287500381E0
4.797323334E0,-3.005625153E1,-5.268750191E0,3.562500179E-1
5.297323334E0,-3.206250000E1,-2.193750143E0,6.150000095E0
5.797323334E0,-3.255000305E1,-1.500000060E-1,9.075000763E0
6.297323334E0,-3.331875229E1,-1.687500030E-1,7.856250286E0
6.797323334E0,-3.380625153E1,9.750000238E-1,7.706250191E0
7.297323334E0,-3.463125229E1,7.687500119E-1,6.825000286E0
7.797323334E0,-3.429375076E1,1.687500119E0,6.675000191E0
8.297323334E0,-3.401250076E1,1.631250024E0,5.868750095E0
8.797323334E0,-3.380625153E1,1.181250095E0,6.056250095E0
9.297323334E0,-3.363750076E1,1.031250000E0,6.112500191E0
9.797323334E0,-3.373125076E1,1.875000000E-1,7.031250477E0
1.029732333E1,-3.343125153E1,4.875000119E-1,7.650000095E0
1.079732333E1,-3.346875000E1,1.125000045E-1,8.343750000E0
1.129732333E1,-3.382500076E1,8.625000119E-1,7.912500381E0
1.179732333E1,-3.489375305E1,6.750000119E-1,7.668750286E0
1.229732333E1,-3.519375229E1,1.837500095E0,7.893750191E0
1.279732333E1,-3.560625076E1,3.412500143E0,7.893750191E0
1.329732333E1,-3.558750153E1,5.587500095E0,7.931250095E0
1.379732333E1,-3.566250229E1,6.862500191E0,7.462500095E0
1.429732333E1,-3.481875229E1,8.287500381E0,7.125000477E0
1.479732333E1,-3.431250000E1,9.168750763E0,6.881250381E0
1.529732333E1,-3.322500229E1,1.027500057E1,7.556250095E0
1.579732333E1,-3.256875229E1,1.050000000E1,7.537500381E0
1.629732333E1,-3.232500076E1,1.046250057E1,7.650000095E0
1.679732333E1,-3.249375153E1,9.787500381E0,7.387500286E0
1.729732333E1,-3.301875305E1,8.906250000E0,7.612500191E0
1.779732333E1,-3.376875305E1,8.343750000E0,7.462500095E0
1.829732333E1,-3.498750305E1,7.593750477E0,8.100000381E0
1.879732333E1,-3.558750153E1,7.106250286E0,7.556250095E0
1.929732333E1,-3.547500229E1,7.237500191E0,6.881250381E0
1.979732333E1,-3.515625000E1,1.018125057E1,5.775000095E0
2.029732333E1,-3.697500229E1,1.198125076E1,4.631250381E0
2.079732333E1,-3.879375076E1,1.361250019E1,2.981250048E0
2.129732333E1,-3.991875076E1,1.408125019E1,1.518750072E0
2.179732333E1,-3.913125229E1,1.535625076E1,1.050000072E0
2.229732333E1,-3.785625076E1,1.681875038E1,7.875000238E-1
2.279732333E1,-3.613125229E1,1.929375076E1,9.937500358E-1
2.329732333E1,-3.562500000E1,2.107500076E1,1.462500095E0
2.379732333E1,-3.496875000E1,2.242500114E1,2.231250048E0
2.429732333E1,-3.513750076E1,2.452500153E1,1.218750000E0
2.479732333E1,-3.675000000E1,2.561250114E1,1.462500095E0
2.529732333E1,-3.892500305E1,2.611875153E1,-1.312500089E-1
2.579732333E1,-4.147500229E1,2.499375153E1,-1.125000000E0
2.629732333E1,-4.348125076E1,2.446875191E1,-2.587500095E0
2.679732333E1,-4.695000076E1,2.330625153E1,-2.493750095E0
2.729732333E1,-4.995000076E1,2.261250114E1,-2.343750000E0
2.779732333E1,-5.238750076E1,1.811250114E1,-6.000000238E-1
