"Time (s)","Pressure (hPa)"
4.396961980E-1,1.011574829E3
9.397391670E-1,1.011489258E3
1.439725209E0,1.011766724E3
1.939722605E0,1.011523682E3
2.439701667E0,1.011622314E3
2.939723490E0,1.011565308E3
3.439693802E0,1.011617188E3
3.939721094E0,1.011645020E3
4.439701407E0,1.011618042E3
4.939725157E0,1.011541016E3
5.439723750E0,1.011601807E3
5.939702813E0,1.011649048E3
6.439698594E0,1.011605103E3
6.939723334E0,1.011567627E3
7.439724219E0,1.011647217E3
7.939722240E0,1.011649902E3
8.439700938E0,1.011537842E3
8.939710677E0,1.011686401E3
9.439712917E0,1.011652954E3
9.939725625E0,1.011577393E3
1.043970443E1,1.011496460E3
1.093972224E1,1.011656250E3
1.143971339E1,1.011616333E3
1.193971521E1,1.011588379E3
1.243970427E1,1.011665161E3
1.293972344E1,1.011641602E3
1.343972229E1,1.011524170E3
1.393971281E1,1.011635254E3
1.443978255E1,1.011656616E3
1.493971453E1,1.011610962E3
1.543972083E1,1.011587036E3
1.593971479E1,1.011650635E3
1.643970068E1,1.011595093E3
1.693971052E1,1.011557373E3
1.743971453E1,1.011685425E3
1.793971557E1,1.011571655E3
1.843970193E1,1.011580444E3
1.893971453E1,1.011651855E3
1.943971901E1,1.011589844E3
1.993971578E1,1.011518799E3
2.020909505E1,1.011656982E3
2.030906047E1,1.011656982E3
2.080906047E1,1.011566895E3
2.130906047E1,1.011649902E3
2.180906047E1,1.011612549E3
2.230906047E1,1.011708984E3
2.280906047E1,1.011579590E3
2.330906047E1,1.011565430E3
2.380906047E1,1.011615356E3
2.430906047E1,1.011621826E3
2.480906047E1,1.011566528E3
2.530906047E1,1.011637329E3
2.580906047E1,1.011687988E3
2.630906047E1,1.011600098E3
2.680906047E1,1.011471436E3
2.730906047E1,1.011636963E3
2.780906047E1,1.011710815E3
2.830906047E1,1.011578247E3
2.880906047E1,1.011559326E3
2.930906047E1,1.011776001E3
2.980906047E1,1.011669678E3
3.030906047E1,1.011490845E3
3.080906047E1,1.011636841E3
3.130906047E1,1.011630493E3
3.180906047E1,1.011560547E3
3.230906047E1,1.011503174E3
3.280906047E1,1.011701782E3
3.330906047E1,1.011559448E3
3.380906047E1,1.011552734E3
3.430906047E1,1.011716553E3
3.480906047E1,1.011568726E3
3.530906047E1,1.011532227E3
3.580906047E1,1.011696167E3
3.630906047E1,1.011638916E3
3.680906047E1,1.011535645E3
3.730906047E1,1.011576904E3
3.780906047E1,1.011736084E3
3.830906047E1,1.011541504E3
3.880906047E1,1.011500610E3
3.930906047E1,1.011689697E3
3.980906047E1,1.011593994E3
4.030906047E1,1.011661377E3
4.080906047E1,1.011678223E3
4.130906047E1,1.011547363E3
4.180906047E1,1.011638428E3
4.230906047E1,1.011439453E3
4.280906047E1,1.011618774E3
4.330906047E1,1.011711670E3
4.380906047E1,1.011719604E3
4.430906047E1,1.011518921E3
4.480906047E1,1.011593628E3
4.530906047E1,1.011787231E3
4.580906047E1,1.011782715E3
4.630906047E1,1.011566650E3
4.680906047E1,1.011513794E3
4.730906047E1,1.011697876E3
4.780906047E1,1.011625610E3
4.830906047E1,1.011472656E3
4.880906047E1,1.011626953E3
4.930906047E1,1.011730347E3
4.980906047E1,1.011603638E3
5.030906047E1,1.011568481E3
5.080906047E1,1.011462280E3
5.130906047E1,1.011639648E3
5.180906047E1,1.011762329E3
5.230906047E1,1.011586670E3
5.280906047E1,1.011624023E3
5.330906047E1,1.011699463E3
5.380906047E1,1.011733398E3
5.430906047E1,1.011522217E3
5.480906047E1,1.011575195E3
5.530906047E1,1.011730225E3
5.580906047E1,1.011702393E3
5.630906047E1,1.011500854E3
5.680906047E1,1.011645508E3
5.730906047E1,1.011602539E3
5.780906047E1,1.011550903E3
5.830906047E1,1.011633667E3
5.880906047E1,1.011737793E3
5.930906047E1,1.011640259E3
5.980906047E1,1.011726318E3
6.030906047E1,1.011719971E3
6.080906047E1,1.011648682E3
6.130906047E1,1.011724609E3
6.180906047E1,1.011724609E3
6.230906047E1,1.011724609E3
6.280906047E1,1.011724609E3
6.330906047E1,1.011724609E3
6.380906047E1,1.011724609E3
6.430906047E1,1.011724609E3
6.480906047E1,1.011724609E3
6.530906047E1,1.011724609E3
6.580906047E1,1.011724609E3
6.630906047E1,1.011724609E3
6.680906047E1,1.011724609E3
6.730906047E1,1.011724609E3
6.780906047E1,1.011724609E3
6.830906047E1,1.011724609E3
6.880906047E1,1.011724609E3
6.930906047E1,1.011724609E3
6.980906047E1,1.011724609E3
7.030906047E1,1.011724609E3
7.080906047E1,1.011724609E3
7.130906047E1,1.011724609E3
7.180906047E1,1.011724609E3
7.230906047E1,1.011724609E3
7.280906047E1,1.011724609E3
7.330906047E1,1.011724609E3
7.380906047E1,1.011724609E3
7.430906047E1,1.011724609E3
7.480906047E1,1.011724609E3
7.530906047E1,1.011724609E3
7.580906047E1,1.011724609E3
7.630906047E1,1.011724609E3
7.680906047E1,1.011724609E3
7.730906047E1,1.011724609E3
7.780906047E1,1.011724609E3
7.830906047E1,1.011724609E3
7.880906047E1,1.011724609E3
7.930906047E1,1.011724609E3
7.980906047E1,1.011564453E3
8.030906047E1,1.011690918E3
8.080906047E1,1.011638184E3
8.130906047E1,1.012019775E3
8.180906047E1,1.011507324E3
8.230906047E1,1.011546631E3
8.280906047E1,1.011657715E3
8.330906047E1,1.011702881E3
8.380906047E1,1.011683350E3
8.430906047E1,1.011599731E3
8.480906047E1,1.011639160E3
8.530906047E1,1.011688232E3
8.580906047E1,1.011728516E3
8.630906047E1,1.011707275E3
8.680906047E1,1.011617065E3
8.730906047E1,1.011649536E3
8.780906047E1,1.011721802E3
8.830906047E1,1.011619019E3
8.880906047E1,1.011633789E3
8.930906047E1,1.011704590E3
8.980906047E1,1.011613647E3
9.030906047E1,1.011548096E3
9.080906047E1,1.011571899E3
9.130906047E1,1.011724487E3
9.180906047E1,1.011618286E3
9.230906047E1,1.011560669E3
9.280906047E1,1.011670044E3
9.330906047E1,1.011658081E3
9.380906047E1,1.011579102E3
9.430906047E1,1.011661255E3
9.480906047E1,1.011681396E3
9.530906047E1,1.011604126E3
9.580906047E1,1.011616455E3
9.630906047E1,1.011627319E3
9.680906047E1,1.011590576E3
9.730906047E1,1.011541260E3
9.780906047E1,1.011629028E3
9.830906047E1,1.011653320E3
9.880906047E1,1.011634033E3
9.930906047E1,1.011584717E3
9.980906047E1,1.011655640E3
1.003090605E2,1.011534424E3
1.008090605E2,1.011534424E3
1.013090605E2,1.011632446E3
1.018090605E2,1.011553711E3
1.023090605E2,1.011575195E3
1.028090605E2,1.011623413E3
1.033090605E2,1.011590698E3
1.038090605E2,1.011590698E3
1.043090605E2,1.011590698E3
1.048090605E2,1.011590698E3
1.053090605E2,1.011567139E3
1.058090605E2,1.011567139E3
1.063090605E2,1.011567139E3
1.068090605E2,1.011567139E3
1.073090605E2,1.011567139E3
1.078090605E2,1.011567139E3
1.083090605E2,1.011567139E3
1.088090605E2,1.011567139E3
1.093090605E2,1.011567139E3
1.098090605E2,1.011679443E3
1.103090605E2,1.011574585E3
1.108090605E2,1.011528931E3
1.113090605E2,1.011695801E3
1.118090605E2,1.011591553E3
1.123090605E2,1.011591553E3
1.128090605E2,1.011591553E3
1.133090605E2,1.011591553E3
1.138090605E2,1.011568359E3
1.143090605E2,1.011583984E3
1.148090605E2,1.011785522E3
1.153090605E2,1.011524292E3
1.158090605E2,1.011524292E3
1.163090605E2,1.011524292E3
1.168090605E2,1.011524292E3
1.173090605E2,1.011524292E3
1.178090605E2,1.011524292E3
1.183090605E2,1.011550659E3
1.188090605E2,1.011563354E3
1.193090605E2,1.011654297E3
1.198090605E2,1.011668091E3
1.203090605E2,1.011544189E3
1.208090605E2,1.011649902E3
1.213090605E2,1.011569580E3
1.218090605E2,1.011600342E3
1.223090605E2,1.011571777E3
1.228090605E2,1.011606323E3
1.233090605E2,1.011649048E3
1.238090605E2,1.011557617E3
1.243090605E2,1.011582275E3
1.248090605E2,1.011618408E3
1.253090605E2,1.011531494E3
1.258090605E2,1.011604004E3
1.263090605E2,1.011646362E3
1.268090605E2,1.011587402E3
1.273090605E2,1.011533936E3
1.278090605E2,1.011644653E3
1.283090605E2,1.011568970E3
1.288090605E2,1.011558716E3
1.293090605E2,1.011603882E3
1.298090605E2,1.011610474E3
1.303090605E2,1.011548584E3
1.308090605E2,1.011594482E3
1.313090605E2,1.011630371E3
1.318090605E2,1.011600586E3
1.323090605E2,1.011558228E3
1.328090605E2,1.011585938E3
1.333090605E2,1.011640259E3
1.338090605E2,1.011578735E3
1.343090605E2,1.011639893E3
1.348090605E2,1.011588501E3
1.353090605E2,1.011561646E3
1.358090605E2,1.011536865E3
1.363090605E2,1.011615356E3
1.368090605E2,1.011606445E3
1.373090605E2,1.011574829E3
1.378090605E2,1.011588745E3
1.383090605E2,1.011645020E3
1.388090605E2,1.011595093E3
1.393090605E2,1.011526489E3
1.398090605E2,1.011604492E3
1.403090605E2,1.011584961E3
1.408090605E2,1.011566406E3
1.413090605E2,1.011606934E3
1.418090605E2,1.011567139E3
1.423090605E2,1.011568604E3
1.428090605E2,1.011590088E3
1.433090605E2,1.011583740E3
1.438090605E2,1.011632812E3
1.443090605E2,1.011563599E3
1.448090605E2,1.011566162E3
1.453090605E2,1.011639526E3
1.458090605E2,1.011594849E3
1.463090605E2,1.011566284E3
1.468090605E2,1.011576172E3
1.473090605E2,1.011638672E3
1.478090605E2,1.011638550E3
1.483090605E2,1.011629395E3
1.488090605E2,1.011560181E3
1.493090605E2,1.011598511E3
1.498090605E2,1.011622070E3
1.503090605E2,1.011573120E3
1.508090605E2,1.011571411E3
1.513090605E2,1.011590576E3
1.518090605E2,1.011636353E3
1.523090605E2,1.011569580E3
1.528090605E2,1.011598999E3
1.533090605E2,1.011647339E3
1.538090605E2,1.011667114E3
1.543090605E2,1.011575684E3
1.548090605E2,1.011556519E3
1.553090605E2,1.011620972E3
1.558090605E2,1.011603271E3
1.563090605E2,1.011593018E3
1.568090605E2,1.011599731E3
1.573090605E2,1.011697021E3
1.578090605E2,1.011619751E3
1.583090605E2,1.011589600E3
1.588090605E2,1.011586914E3
1.593090605E2,1.011632812E3
1.598090605E2,1.011632812E3
1.603090605E2,1.011590332E3
1.608090605E2,1.011596924E3
1.613090605E2,1.011634033E3
1.618090605E2,1.011574219E3
1.623090605E2,1.011596191E3
1.628090605E2,1.011596313E3
1.633090605E2,1.011616455E3
