"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
8.373750000E-3,-7.127046585E-2,1.221933126E0,-3.886203766E-1
2.100170320E-1,-4.110314846E-1,1.115529418E0,6.277017593E-1
7.100170320E-1,1.145674706E0,-3.221901655E-1,2.005375862E0
1.210017032E0,2.157716513E0,8.017534614E-1,-1.123304367E0
1.710017032E0,-2.970301390E0,4.417172432E0,1.689864635E0
2.210017032E0,-7.477378845E-2,4.683728218E-1,4.663685799E0
2.710017032E0,2.603354454E-1,-1.846329212E0,-3.781684637E0
3.210017032E0,-7.282204628E-1,4.990210533E-1,-1.188613772E0
3.710017032E0,-8.104724884E-1,-3.898829460E0,-1.143155575E0
4.210017032E0,2.159882545E0,-2.115090370E0,-3.679765463E-1
4.710017032E0,-2.560019493E-1,1.275658607E-1,-9.991682768E-1
5.210017032E0,2.348862171E0,-1.713986397E0,-7.756015062E-1
5.710017032E0,5.000669956E-1,2.807269096E0,-1.908364534E0
6.210017032E0,-2.885737419E-1,-6.942195892E-1,2.095231056E0
6.710017032E0,-1.599526405E-2,2.813109875E0,-1.295360923E0
7.210017032E0,-2.613018513E0,-4.750618935E-1,2.139666557E0
7.710017032E0,1.038694620E0,-1.296586037E0,6.265742779E-1
8.210017032E0,-3.355518103E0,-1.253646851E0,1.186811805E0
8.710017032E0,2.763497829E0,-2.589445591E0,1.194354773E0
9.210017032E0,-1.689527988E0,-1.858098030E0,8.405518532E-1
9.710017032E0,3.417315483E0,-1.816657066E0,5.057549477E-1
1.021001703E1,-5.302906036E-3,-2.113186836E0,9.625822306E-2
1.071001703E1,1.804481030E0,-1.239353657E0,-7.506370544E-3
1.121001703E1,5.730471611E-1,-2.141971588E0,2.686958909E-1
1.171001703E1,8.399581909E-1,1.169643402E0,2.641832590E0
1.221001703E1,1.914162636E-1,-1.118718147E0,3.632342815E-1
1.271001703E1,2.738132477E0,-1.895596504E0,-1.247618198E-1
1.321001703E1,8.107905388E-1,1.372642994E0,-7.009526491E-1
1.371001703E1,1.290794373E0,-7.883567810E-1,1.422806978E0
1.421001703E1,4.799871445E-1,2.644635201E0,-1.066154599E0
1.471001703E1,-2.623324394E-1,1.526470184E-1,2.722948551E0
1.521001703E1,1.389371634E0,1.609979153E0,-7.344973087E-1
1.571001703E1,-2.318117857E0,3.466129303E-2,2.697471380E0
1.621001703E1,7.558043003E-1,1.808490753E-1,7.047953010E-1
1.671001703E1,-1.065116644E0,2.088946819E0,1.020242214E0
1.721001703E1,1.305225372E0,-8.216495514E-1,3.472115993E-1
1.771001703E1,-1.123659849E0,-2.273750305E-2,6.208909750E-1
1.821001703E1,2.955629349E0,-2.710668564E0,1.061654091E-2
1.871001703E1,-1.012022972E0,-2.545001984E0,7.286111116E-1
1.921001703E1,2.704126835E0,-9.300575256E-1,1.179032803E0
1.971001703E1,-2.034053802E-1,-2.432365417E0,3.792406321E-1
2.021001703E1,2.773571014E-1,6.551537514E-1,1.646916986E0
2.071001703E1,-3.998236656E-1,-1.180756569E0,3.230586052E-1
2.121001703E1,-1.512347460E0,5.752363205E-1,3.126195908E0
2.171001703E1,1.118518591E0,1.418901920E0,-6.602225304E-1
2.221001703E1,-2.049184084E0,5.467429161E-1,2.409540892E0
2.271001703E1,1.434206486E0,2.631652832E0,-1.280116081E0
2.321001703E1,-1.369003534E0,-1.669731140E-1,3.783696890E-1
2.371001703E1,8.333780766E-1,1.374040127E0,7.160289288E-1
2.421001703E1,-2.453689575E-1,-2.554646492E0,7.583229542E-1
2.471001703E1,3.108797073E-1,-5.788373947E-1,4.464790821E-1
2.521001703E1,-8.289542198E-1,7.761368752E-1,1.758208394E0
2.571001703E1,2.476823330E0,-1.571543694E0,1.206889153E0
2.621001703E1,2.730798721E-2,-9.755668640E-1,1.583893299E-1
2.671001703E1,2.796785355E0,-1.603135109E0,1.294120669E0
2.721001703E1,6.064743996E-1,-2.264710426E0,1.004812002E0
2.771001703E1,4.313993454E-1,4.352855682E-2,3.984239578E0
