"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
9.301004410E-1,5.200127856E1,4.379936076E0,-6.342533985E-1,1.265410304E0,1.100117806E2,6.545231454E0,2.400000095E0
1.930103421E0,5.200128194E1,4.379955132E0,-7.605999265E-1,1.265410304E0,1.048601514E2,6.068683373E0,2.400000095E0
2.930106521E0,5.200128058E1,4.379972181E0,-7.679595818E-1,1.306107044E0,1.076219384E2,6.035493111E0,2.400000095E0
3.929789543E0,5.200127695E1,4.379993883E0,-7.170966110E-1,1.314632654E0,1.183066765E2,5.766581074E0,2.400000095E0
4.929788470E0,5.200127534E1,4.380012057E0,-7.347106057E-1,1.272165656E0,1.163324923E2,5.555237801E0,2.400000095E0
5.929785967E0,5.200127677E1,4.380027123E0,-8.021222385E-1,1.272165656E0,1.146705433E2,5.260575481E0,2.400000095E0
6.929773092E0,5.200127200E1,4.380043957E0,-8.021220444E-1,1.272165656E0,1.146705566E2,5.376209209E0,2.732222172E0
7.929758310E0,5.200127083E1,4.380057223E0,-8.012751210E-1,1.226124644E0,1.299663393E2,5.174796523E0,2.854067402E0
8.929748774E0,5.200126612E1,4.380072667E0,-8.631045008E-1,1.203009844E0,1.312934310E2,5.194604320E0,2.842518833E0
9.929733157E0,5.200127437E1,4.380086370E0,-9.647167986E-1,1.200504780E0,1.185744867E2,5.068335134E0,2.914615363E0
1.092971826E1,5.200127597E1,4.380105545E0,-9.331548093E-1,1.149014235E0,1.096755974E2,4.997396936E0,2.974989226E0
1.192970872E1,5.200127414E1,4.380128843E0,-1.006088789E0,1.201358199E0,1.100721792E2,5.008847060E0,2.955670509E0
1.292969143E1,5.200127269E1,4.380144444E0,-1.030504505E0,1.201358199E0,1.112024320E2,5.064150647E0,2.916944064E0
1.392967451E1,5.200127352E1,4.380166345E0,-9.885081304E-1,1.242861509E0,1.075491148E2,5.010969366E0,2.952070976E0
1.492966211E1,5.200127208E1,4.380192980E0,-9.760768833E-1,1.314784288E0,1.088863504E2,4.988584600E0,2.989742585E0
1.592965066E1,5.200127382E1,4.380209299E0,-1.029028990E0,1.298156023E0,1.089462647E2,4.975428016E0,3.011586474E0
1.692964137E1,5.200127834E1,4.380225610E0,-1.049011978E0,1.298156023E0,9.988956419E1,4.948529032E0,3.055584633E0
1.792963433E1,5.200128924E1,4.380248863E0,-9.603506504E-1,1.298156023E0,8.357298688E1,4.937867045E0,3.072784743E0
1.892962325E1,5.200129818E1,4.380269492E0,-8.759839488E-1,1.307108879E0,8.184621948E1,4.915700057E0,3.108123225E0
1.992961526E1,5.200130390E1,4.380286803E0,-8.533879733E-1,1.307108879E0,8.514706559E1,4.931111399E0,3.083614341E0
2.092960894E1,5.200130847E1,4.380302195E0,-8.276262209E-1,1.216297865E0,8.514706455E1,4.941808434E0,3.066441983E0
2.192960191E1,5.200131109E1,4.380319678E0,-8.569241343E-1,1.231410742E0,9.033075488E1,4.949673741E0,3.053729997E0
2.292959666E1,5.200131207E1,4.380338387E0,-9.365128335E-1,1.231410742E0,1.020809681E2,4.951740423E0,3.050377651E0
2.392959070E1,5.200131648E1,4.380357378E0,-9.087628806E-1,1.231410742E0,1.016411039E2,4.955563192E0,3.044163347E0
2.492958570E1,5.200132157E1,4.380373022E0,-8.718651719E-1,1.240863681E0,9.489166157E1,4.960929788E0,3.035409803E0
2.592958081E1,5.200133172E1,4.380395182E0,-8.356646420E-1,1.406726718E0,9.058913612E1,4.953065680E0,3.048225287E0
2.692957604E1,5.200137149E1,4.380419151E0,-4.192544315E-1,1.300386034E0,6.827246193E1,4.817806393E0,3.257802725E0
