"Time (s)","X (µT)","Y (µT)","Z (µT)"
5.000833335E-4,1.008692646E1,-1.691430664E1,-4.309320068E1
4.980720833E-1,-1.352343750E1,-1.352703857E1,-4.592919922E1
9.956443333E-1,-2.374349976E1,-1.917358398E1,-4.100372314E1
1.493217333E0,-4.908506775E1,1.578674316E-1,-1.993341064E1
1.990790625E0,-2.023683739E1,5.031996155E1,-1.905578613E1
2.488363625E0,-3.614268112E1,4.076098633E1,1.653643799E1
2.985937333E0,-2.750869560E1,4.981335449E1,-3.259338379E0
3.483511333E0,-3.142800713E1,4.361636353E1,1.567102051E1
3.981085708E0,-1.725506783E1,4.411538696E1,-2.278662109E1
4.478659708E0,-4.325846481E1,-8.772888184E0,-2.699591064E1
4.976234583E0,-3.833396149E1,-1.291723633E1,-3.074035645E1
5.473809583E0,-2.776708984E1,-2.302264404E1,-3.423315430E1
5.971385250E0,-3.364604568E1,-1.696661377E1,-3.262884521E1
6.468961250E0,-3.629825592E1,3.557736206E1,1.071197510E1
6.966537250E0,-2.649941063E1,4.248983765E1,1.575982666E1
7.464114250E0,-4.479355621E1,2.726699829E1,5.073608398E0
7.961690708E0,-3.551204300E1,3.733129883E1,1.480145264E1
8.459267708E0,-3.286721420E1,4.085113525E1,1.486816406E1
8.956844458E0,-2.830815125E1,4.314495850E1,1.943536377E1
9.454422458E0,-3.499531937E1,3.847763062E1,1.664062500E1
9.952001083E0,-3.045227432E1,4.309141541E1,1.580371094E1
1.044957908E1,-3.340287781E1,4.011248779E1,1.661364746E1
1.094715637E1,-3.319359589E1,3.977845764E1,1.640429688E1
1.144473538E1,-2.708316422E1,4.470478821E1,1.625445557E1
1.194231408E1,-4.296039200E1,1.989157104E1,2.266241455E1
1.243989208E1,-2.980356026E1,3.887257385E1,2.048870850E1
1.293747096E1,-4.526726532E1,7.656188965E0,2.055822754E1
1.343504896E1,-2.524920273E1,3.951377869E1,1.924200439E1
1.393262733E1,-4.200505829E1,1.507922363E1,1.905572510E1
1.443020533E1,-3.312718582E1,3.059967041E1,1.942712402E1
1.492778337E1,-4.038967514E1,2.275106812E1,1.518231201E1
1.542536137E1,-3.482248688E1,3.023324585E1,1.567657471E1
1.592293963E1,-3.393190002E1,3.313433838E1,1.401617432E1
1.642051862E1,-3.422087097E1,3.246398926E1,1.674090576E1
1.691809746E1,-2.924445152E1,3.755001831E1,1.718524170E1
1.741567746E1,-3.180102539E1,3.679603577E1,1.716516113E1
1.791325625E1,-2.499141693E1,3.913726807E1,2.197900391E1
1.841083525E1,-4.275342178E1,2.335659790E1,1.888885498E1
1.890841496E1,-2.429959488E1,3.331690979E1,3.189208984E1
1.940599496E1,-4.944914246E1,1.128540039E1,1.528240967E1
1.990357421E1,-1.494799805E1,4.398512268E1,2.489855957E1
2.040115321E1,-4.848667526E1,7.565826416E0,2.309106445E1
2.089873146E1,-2.652075386E1,4.117266846E1,2.317425537E1
2.139631046E1,-4.702996063E1,2.331927490E1,1.434472656E1
2.189389033E1,-2.387430954E1,4.279522705E1,2.334802246E1
2.239146933E1,-4.425000000E1,2.817802429E1,1.571807861E1
2.288904833E1,-2.954128265E1,4.256828308E1,1.822998047E1
2.338662646E1,-3.282438660E1,4.057386780E1,1.802557373E1
2.388420546E1,-4.299350739E1,2.850137329E1,1.903680420E1
2.438178471E1,-2.576829338E1,4.410324097E1,2.119378662E1
2.487936371E1,-5.163480759E1,1.203100586E1,1.562683105E1
2.537694146E1,-2.314916420E1,4.257469177E1,2.569183350E1
2.587452046E1,-4.879653931E1,7.073425293E0,2.492687988E1
2.637209971E1,-2.430605888E1,4.147952271E1,2.561346436E1
2.686967771E1,-4.627783585E1,1.098858643E1,2.638208008E1
2.736725625E1,-2.804620552E1,4.063381958E1,2.190789795E1
2.786483425E1,-4.243272018E1,2.347393799E1,2.118743896E1
2.836241208E1,-2.317813683E1,4.173716736E1,2.032183838E1
2.885999008E1,-3.183276176E1,3.375497437E1,2.157513428E1
2.935756796E1,-3.541868210E1,2.829408264E1,2.237774658E1
2.985514496E1,-2.582301712E1,3.666683960E1,2.256988525E1
3.035272137E1,-4.258434296E1,1.372644043E1,2.332476807E1
3.085029838E1,-2.020197868E1,3.641015625E1,2.644146729E1
